discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
,2016,18.93054959,0.137,4.7,,81.42,766,,5015,422.246,
,2016,18.93058222,,,,,,,4775,422.246,
,2016,,,1.956,,16.1,,,5016,422.246,
,2016,18.93055119,,,,,,,4775,422.246,
,2016,18.93054959,0.137,4.7,,81.42,766,,5015,422.246,
,2016,18.93094,0.135,6.3,,,859,,4889,422.246,
,2016,18.93059875,,,,,,,4775,422.246,
,2016,16.571152,0.123,2.17,,,614,,5488,624.8,
,2016,16.57110259,,,,,,,5285,624.8,
,2016,,,2.027,,33.48,,,5485,624.8,
,2016,16.57099265,,,,,,,5285,624.8,
,2016,16.57110363,0.1204,2.21,,34.67,619,,5484,624.8,
,2016,16.57098779,,,,,,,5285,624.8,
,2016,16.57099265,0.121,2.03,,33.53,614,,5483,624.8,
,2016,16.57110363,0.1204,2.21,,34.67,619,,5484,624.8,
,2016,16.57110363,,2.39,,,,,5388,624.8,
,2016,16.57110363,0.1204,2.21,,34.67,619,,5484,624.8,
,2016,16.00494214,,3.55,,,,,6769,739.357,
,2016,16.0049,0.135,3,,,932,,6716,739.357,
,2016,,,2.871,,172.11,,,6443,739.357,
,2016,16.00494214,0.1339,2.6,,182.89,938,,6711,739.357,
,2016,16.00494214,0.1339,2.6,,182.89,938,,6711,739.357,
,2016,16.00496657,0.1396,3.71,,276.53,1040,,6384,739.357,
,2016,16.0049078,,,,,,,6390.1,739.357,
,2016,16.00496657,,,,,,,6390.1,739.357,
,2016,16.00496778,,,,,,,6390.1,739.357,
,2016,16.00494214,0.1339,2.6,,182.89,938,,6711,739.357,
,2016,1.95452597,,,,,,,5643.68,1402.82,
,2016,,,2.447,,1445.2,,,5780,1402.82,
,2016,1.95452434,0.031,2.12,,1140.67,1482,,6060,1402.82,
,2016,1.95452434,0.031,2.12,,1140.67,1482,,6060,1402.82,
,2016,1.95454386,,,,,,,5643.68,1402.82,
,2016,1.95452434,,2.18,,,,,5821,1402.82,
,2016,1.954541,0.031,2.04,,,1481,,6050,1402.82,
,2016,1.95452597,0.0307,2.38,,1331.18,1540,,5741,1402.82,
,2016,1.95452434,0.031,2.12,,1140.67,1482,,6060,1402.82,
,2016,105.6552651,,,,,,,5643.68,1402.82,
,2016,105.6552651,0.4389,4.22,,6.51,407,,5741,1402.82,
,2016,105.6551369,0.4428,3.5,,5.59,392,,6060,1402.82,
,2016,105.6551369,0.4428,3.5,,5.59,392,,6060,1402.82,
,2016,105.65485,,,,,,,5643.68,1402.82,
,2016,105.6551369,0.4428,3.5,,5.59,392,,6060,1402.82,
,2016,,,4.327,,7.07,,,5780,1402.82,
,2016,105.6535717,,,,,,,5643.68,1402.82,
,2016,105.6551369,,3.68,,,,,5821,1402.82,
,2016,7.23400469,0.0734,3.08,,284.24,1047,,5579,552.058,
,2016,,,1.838,,119.6,,,5400,552.058,
,2016,7.23400381,,,,,,,5599,552.058,
,2016,7.234049,0.071,3.2,,,1107,,5437,552.058,
,2016,7.23400469,,1.99,,,,,5473,552.058,
,2016,7.23400469,0.0734,3.08,,284.24,1047,,5579,552.058,
,2016,7.2340102,,,,,,,5599,552.058,
,2016,7.23400469,0.0734,3.08,,284.24,1047,,5579,552.058,
,2016,7.23400381,0.0702,1.78,,112.48,831,,5411,552.058,
,2016,7.23404806,,,,,,,5599,552.058,
,2016,49.10146,0.259,2.6,,,459,,5736,1010.01,
,2016,49.1011093,0.253,3.28,,14.57,498,,5393,1010.01,
,2016,49.1013514,0.2657,2.72,,12.25,477,,5807,1010.01,
,2016,49.10109488,,,,,,,5488,1010.01,
,2016,49.1013514,0.2657,2.72,,12.25,477,,5807,1010.01,
,2016,49.1011093,,,,,,,5488,1010.01,
,2016,49.1013514,0.2657,2.72,,12.25,477,,5807,1010.01,
,2016,,,3.007,,12.1,,,5374,1010.01,
,2016,49.10106296,,,,,,,5488,1010.01,
,2016,49.1013514,,2.58,,,,,5518,1010.01,
,2016,1.41122727,,,,,,,4205.32,194.182,
,2016,,,1.493,,330.25,,,4562,194.182,
,2016,1.41123002,,,,,,,4205.32,194.182,
,2016,1.41123038,,,,,,,4205.32,194.182,
,2016,1.4112265,0.021,1.3,,,1006,,4368,194.182,
,2016,1.41123002,0.0221,1.71,,436.04,1164,,4575,194.182,
,2016,1.41122985,0.0209,1.36,,286.57,1049,,4350,194.182,
,2016,1.41122985,,1.46,,,,,4433,194.182,
,2016,1.41122985,0.0209,1.36,,286.57,1049,,4350,194.182,
,2016,1.41122985,0.0209,1.36,,286.57,1049,,4350,194.182,
,2014,5.28695437,0.0536,0.49,,95.21,797,,4812,107.796,
,2014,5.28696522,,,,,,,4816,107.796,
,2014,5.28695437,0.0536,0.49,,95.21,797,,4812,107.796,
,2014,5.286965,0.05521,0.46,1.1,90,857,,4909,107.796,
,2014,5.28695437,0.0536,0.49,,95.21,797,,4812,107.796,
,2014,5.28696,,0.47,4.3,,,,4903,107.796,
,2014,5.28691996,,,,,,,4816,107.796,
,2014,5.28695437,,0.49,,,,,4884,107.796,
,2014,5.28691996,0.0552,0.51,,92.97,792,,4900,107.796,
,2014,5.286978,0.055,0.54,,,792,,4908,107.796,
,2014,,,0.501,,90.33,,,4909,107.796,
,2014,7.07139151,,,,,,,4816,107.796,
,2014,7.071392,0.06702,0.567,1.7,61,777,,4909,107.796,
,2014,7.07134,0.067,0.69,,,718,,4908,107.796,
,2014,7.07136076,0.0651,0.58,,64.54,723,,4812,107.796,
,2014,7.07136119,,,,,,,4816,107.796,
,2014,7.07136119,0.067,0.63,,63.11,719,,4900,107.796,
,2014,7.07136076,0.0651,0.58,,64.54,723,,4812,107.796,
,2014,,,0.618,,61.32,,,4909,107.796,
,2014,7.07136076,0.0651,0.58,,64.54,723,,4812,107.796,
,2014,7.07136076,,0.57,,,,,4884,107.796,
,2014,7.07145665,,,,,,,4816,107.796,
,2014,7.071,,,,,,,,107.796,
,2014,7.07142,,0.58,3,,,,4903,107.796,
,2014,10.3117,,1.18,3.8,,,,4903,107.796,
,2014,10.31173752,0.0837,1.4,,39.04,638,,4812,107.796,
,2014,10.31173752,,1.38,,,,,4884,107.796,
,2014,10.31173752,0.0837,1.4,,39.04,638,,4812,107.796,
,2014,,,1.314,,37.04,,,4909,107.796,
,2014,10.31174786,,,,,,,4816,107.796,
,2014,10.3117367,,,,,,,4816,107.796,
,2014,10.31176697,,,,,,,4816,107.796,
,2014,10.31174786,0.0862,1.34,,38.13,634,,4900,107.796,
,2014,10.31173752,0.0837,1.4,,39.04,638,,4812,107.796,
,2014,10.311732,0.086,1.34,,,634,,4908,107.796,
,2014,10.312,,1.17,2.6,,,,,107.796,
,2014,10.311767,0.08618,1.154,3,36.9,686,,4909,107.796,
,2013,16.14569941,,,,,,,4816,107.796,
,2013,16.145685,0.116,2.54,,,545,,4908,107.796,
,2013,16.14568692,,,,,,,4816,107.796,
,2013,16.14569077,0.1129,2.52,,21.46,549,,4812,107.796,
,2013,16.14569077,0.1129,2.52,,21.46,549,,4812,107.796,
,2013,16.14569077,0.1129,2.52,,21.46,549,,4812,107.796,
,2013,16.1456994,0.1162,2.17,4.7,20.3,590,,4909,107.796,
,2013,16.14558982,,3.563,,19.53,536,,4816,107.796,
,2013,16.1457,,2.22,8.93,,,,4903,107.796,
,2013,16.146,,,,,,,,107.796,
,2013,,,2.43,,20.39,,,4909,107.796,
,2013,16.14567193,,,,,,,4816,107.796,
,2013,16.14567193,0.1162,2.48,,20.98,546,,4900,107.796,
,2013,16.14569077,,2.52,,,,,4884,107.796,
,2014,27.453592,0.1656,0.861,4.3,10,495,,4909,107.796,
,2014,27.4537294,0.1608,0.79,,10.58,460,,4812,107.796,
,2014,27.4537294,0.1608,0.79,,10.58,460,,4812,107.796,
,2014,27.4535921,,,,,,,4816,107.796,
,2014,27.45392409,,,,,,,4816,107.796,
,2014,27.4537294,0.1608,0.79,,10.58,460,,4812,107.796,
,2014,27.4536,,0.88,5.2,,,,4903,107.796,
,2014,27.4536146,0.1655,0.95,,10.34,457,,4900,107.796,
,2014,27.4536146,,,,,,,4816,107.796,
,2014,27.4537294,,0.81,,,,,4884,107.796,
,2014,,,0.932,,10.05,,,4909,107.796,
,2014,27.45362,0.165,1.08,,,457,,4908,107.796,
,2016,96.9151496,0.3796,2.01,,2.28,313,,5229,415.358,
,2016,96.91492,0.389,2.3,,,320,,5271,415.358,
,2016,96.9151707,0.3878,2.37,,2.64,325,,5162,415.358,
,2016,96.9151496,0.3796,2.01,,2.28,313,,5229,415.358,
,2016,,,2.27,,2.34,,,5109,415.358,
,2016,96.9151496,0.3796,2.01,,2.28,313,,5229,415.358,
,2016,96.91512125,,,,,,,5238.53,415.358,
,2016,96.9151496,,2.28,,,,,5227,415.358,
,2016,96.91519761,,,,,,,5238.53,415.358,
,2016,96.9151707,,,,,,,5238.53,415.358,
,2016,13.47469571,,2.33,,,,,5431,810.082,
,2016,13.47469571,0.1029,2.07,,40.49,643,,5413,810.082,
,2016,13.47472742,,,,,,,5283,810.082,
,2016,13.47469571,0.1029,2.07,,40.49,643,,5413,810.082,
,2016,13.47469571,0.1029,2.07,,40.49,643,,5413,810.082,
,2016,,,2.239,,50.37,,,5403,810.082,
,2016,13.47472742,0.1034,1.96,,38.21,634,,5395,810.082,
,2016,13.47479502,,,,,,,5283,810.082,
,2016,13.474881,0.106,2.2,,,648,,5434,810.082,
,2016,13.47467339,,,,,,,5283,810.082,
,2016,10.99471714,,,,,,,4283,420.042,
,2016,10.99469878,0.0805,2.02,,16.24,512,,4302,420.042,
,2016,10.99470891,0.0805,1.71,,16.24,512,,4302,420.042,
,2016,10.99470891,,,,,,,4283,420.042,
,2016,10.99470868,,,,,,,4283,420.042,
,2016,10.99469878,,2.36,,,,,4445,420.042,
,2016,10.994615,0.082,2.02,,,512,,4379,420.042,
,2016,10.99469878,0.0805,2.02,,16.24,512,,4302,420.042,
,2016,,,1.86,,19.26,,,4306,420.042,
,2016,10.99469878,0.0805,2.02,,16.24,512,,4302,420.042,
,2016,62.1402,0.292,2.7,,,399,,5434,694.175,
,2016,62.1387714,,2.63,,,,,5494,694.175,
,2016,62.1385979,,,,,,,5268,694.175,
,2016,62.13839425,,,,,,,5268,694.175,
,2016,,,2.936,,6.98,,,5354,694.175,
,2016,62.1387714,0.3103,2.78,,7.75,426,,5576,694.175,
,2016,62.1387714,0.3103,2.78,,7.75,426,,5576,694.175,
,2016,62.1387714,0.3103,2.78,,7.75,426,,5576,694.175,
,2016,62.1385979,0.301,5.14,,17.88,524,,5123,694.175,
,2016,62.13874912,,,,,,,5268,694.175,
,2016,,,3.691,,5.45,,,5388,1087.4,
,2016,66.41641966,,,,,,,5242.74,1087.4,
,2016,66.4159789,,,,,,,5242.74,1087.4,
,2016,66.4162133,0.3022,3.77,,4.7,376,,5387,1087.4,
,2016,66.4159,0.313,3.3,,,352,,5186,1087.4,
,2016,66.41604004,,,,,,,5242.74,1087.4,
,2016,66.4162133,,3.91,,,,,5143,1087.4,
,2016,66.4162133,0.3022,3.77,,4.7,376,,5387,1087.4,
,2016,66.4162133,0.3022,3.77,,4.7,376,,5387,1087.4,
,2016,66.4159789,0.3033,3.44,,4.71,376,,5383,1087.4,
,2016,37.32299618,,,,,,,6134.11,803.776,
,2016,,,2.352,,17.95,,,6031,803.776,
,2016,37.3229493,0.2186,1.64,,24.6,568,,6253,803.776,
,2016,37.32281,0.228,2,,,598,,6290,803.776,
,2016,37.32250138,,,,,,,6134.11,803.776,
,2016,37.3228722,0.3344,35.34,,1769.88,1654,,4907,803.776,
,2016,37.3229493,0.2186,1.64,,24.6,568,,6253,803.776,
,2016,37.3228722,,,,,,,6134.11,803.776,
,2016,37.3229493,0.2186,1.64,,24.6,568,,6253,803.776,
,2016,37.3229493,,1.98,,,,,6089,803.776,
,2016,36.51559488,,,,,,,4844,351.239,
,2016,36.5156053,0.1959,2.3,,8.13,431,,4915,351.239,
,2016,36.5157639,,,,,,,4844,351.239,
,2016,36.5156053,0.1959,2.3,,8.13,431,,4915,351.239,
,2016,36.5156053,,2.21,,,,,4948,351.239,
,2016,36.51567,0.192,2.2,,,407,,4867,351.239,
,2016,36.51574626,,,,,,,4844,351.239,
,2016,36.5157639,0.1977,2.55,,7.71,425,,4847,351.239,
,2016,36.5156053,0.1959,2.3,,8.13,431,,4915,351.239,
,2016,,,2.243,,5.99,,,4850,351.239,
,2016,1.90781434,,,,,,,5348.19,405.104,
,2016,1.9078052,0.0296,1.9,,2820.62,1859,,5537,405.104,
,2016,,,1.268,,1162.51,,,5404,405.104,
,2016,1.90781068,,,,,,,5348.19,405.104,
,2016,1.90780645,,,,,,,5348.19,405.104,
,2016,1.90781068,0.0295,0.91,,609.28,1268,,5435,405.104,
,2016,1.9078052,0.0296,1.9,,2820.62,1859,,5537,405.104,
,2016,1.9078052,0.0296,1.9,,2820.62,1859,,5537,405.104,
,2016,1.9078086,0.03,2.18,,,1864,,5538,405.104,
,2016,1.9078052,,0.89,,,,,5436,405.104,
,2016,2.5146285,,,,,,,5494,607.916,
,2016,2.51462432,0.0353,1.31,,528.37,1223,,5679,607.916,
,2016,2.51462432,,1.33,,,,,5522,607.916,
,2016,2.51462432,0.0353,1.31,,528.37,1223,,5679,607.916,
,2016,2.514615,0.035,1.49,,,1218,,5659,607.916,
,2016,,,1.263,,519.64,,,5675,607.916,
,2016,2.51461384,,,,,,,5494,607.916,
,2016,2.5146285,0.0354,1.27,,517.89,1217,,5662,607.916,
,2016,2.51462432,0.0353,1.31,,528.37,1223,,5679,607.916,
,2016,4.417749,0.047,1.45,,,837,,4915,366.656,
,2016,4.41769648,0.0468,1.2,,124.59,852,,4911,366.656,
,2016,4.41769648,,1.26,,,,,5030,366.656,
,2016,4.41769252,0.047,1.57,,92.16,790,,4766,366.656,
,2016,4.41769648,0.0468,1.2,,124.59,852,,4911,366.656,
,2016,4.41769648,0.0468,1.2,,124.59,852,,4911,366.656,
,2016,4.4176845,,,,,,,4757.73,366.656,
,2016,4.41769252,,,,,,,4757.73,366.656,
,2014,15.96532718,,,,,,,5895,494.832,
,2014,15.96532718,,,,,,,5895,494.832,
,2014,15.9654,,3.37,9.7,,,,5845,494.832,
,2014,15.965316,,3.476,,,,,5895,494.832,
,2014,15.96533687,,3.17,,,,,5934,494.832,
,2014,15.96532718,0.1269,3.33,,136.42,872,,5880,494.832,
,2014,15.9653287,0.13223,3.486,9.8,149.9,973,,6009,494.832,
,2014,15.96533687,0.128,3.14,,131.47,864,,5845,494.832,
,2014,15.96533687,0.128,3.14,,131.47,864,,5845,494.832,
,2014,15.96533427,,,,,,,5895,494.832,
,2014,,,3.485,,150.54,,,5886,494.832,
,2014,15.96533687,0.128,3.14,,131.47,864,,5845,494.832,
,2014,15.965349,0.13,2.94,,,805,,5975,494.832,
,2014,,,5.724,,5.97,,,5886,494.832,
,2014,179.609803,,,,,,,5895,494.832,
,2014,179.6076602,0.6425,5.42,,5.22,385,,5845,494.832,
,2014,179.60978,0.6639,5.45,38,5.95,434,,6009,494.832,
,2014,179.601,0.654,4.46,,,359,,5975,494.832,
,2014,179.6133,,5.319,,,,,5895,494.832,
,2014,179.612,,5.14,36.1,,,,5845,494.832,
,2014,179.6076602,0.6425,5.42,,5.22,385,,5845,494.832,
,2014,179.6100994,,,,,,,5895,494.832,
,2014,179.609803,0.6372,5.47,,5.41,389,,5880,494.832,
,2014,179.6076602,,5.55,,,,,5934,494.832,
,2014,179.607833,,,,,,,5895,494.832,
,2014,179.6076602,0.6425,5.42,,5.22,385,,5845,494.832,
,2016,,,2.14,,16.88,,,5035,758.702,
,2016,19.32952416,0.1345,2.52,,19.16,534,,5023,758.702,
,2016,19.32945602,,,,,,,4943.05,758.702,
,2016,19.32945602,0.1338,2.26,,18.57,529,,5026,758.702,
,2016,19.32964621,,,,,,,4943.05,758.702,
,2016,19.32952416,0.1345,2.52,,19.16,534,,5023,758.702,
,2016,19.32952416,,2.48,,,,,4983,758.702,
,2016,19.3296,0.128,2.14,,,497,,4941,758.702,
,2016,19.32948057,,,,,,,4943.05,758.702,
,2016,19.32952416,0.1345,2.52,,19.16,534,,5023,758.702,
,2016,1.22623246,,,,,,,6051.81,682.882,
,2016,1.22622396,,,,,,,6051.81,682.882,
,2016,1.22622396,0.0218,1,,3973.86,2024,,5855,682.882,
,2016,1.22621732,0.0229,0.78,,2313.02,1769,,6095,682.882,
,2016,1.22621732,0.0229,0.78,,2313.02,1769,,6095,682.882,
,2016,1.22621732,,0.87,,,,,6011,682.882,
,2016,1.22621732,0.0229,0.78,,2313.02,1769,,6095,682.882,
,2016,3.29011408,,,,,,,4446,673.01,
,2016,3.29011795,0.0361,1.53,,97.96,802,,4484,673.01,
,2016,3.29011408,0.0361,1.49,,97.96,802,,4484,673.01,
,2016,3.29011795,,1.87,,,,,4647,673.01,
,2016,3.290169,0.037,1.85,,,823,,4574,673.01,
,2016,3.29011795,0.0361,1.53,,97.96,802,,4484,673.01,
,2016,,,1.999,,176.14,,,4481,673.01,
,2016,3.29011795,0.0361,1.53,,97.96,802,,4484,673.01,
,2016,3.29012003,,,,,,,4446,673.01,
,2016,7.56052806,0.0761,2.57,,164.9,914,,5895,1455.5,
,2016,7.56052209,,,,,,,5465,1455.5,
,2016,7.56048552,,,,,,,5465,1455.5,
,2016,7.56052209,0.0761,2.4,,164.9,914,,5895,1455.5,
,2016,7.560344,0.075,2.31,,,889,,5853,1455.5,
,2016,7.56052806,0.0761,2.57,,164.9,914,,5895,1455.5,
,2016,,,2.366,,159.42,,,5890,1455.5,
,2016,7.56052806,,2.51,,,,,5547,1455.5,
,2016,7.56052806,0.0761,2.57,,164.9,914,,5895,1455.5,
,2016,7.56052455,,,,,,,5465,1455.5,
,2016,12.12401737,0.0965,2.37,,48.98,675,,5094,654.549,
,2016,12.12400943,0.0982,2.27,,45.7,663,,5280,654.549,
,2016,12.124,0.096,2.1,,,655,,5240,654.549,
,2016,12.12400943,0.0982,2.27,,45.7,663,,5280,654.549,
,2016,,,2.057,,36.79,,,5085,654.549,
,2016,12.12402699,,,,,,,5099,654.549,
,2016,12.12400943,,2.26,,,,,5198,654.549,
,2016,12.12400943,0.0982,2.27,,45.7,663,,5280,654.549,
,2016,12.12400283,,,,,,,5099,654.549,
,2016,12.12401737,,,,,,,5099,654.549,
,2016,2.71407968,,,,,,,5753.5,562.116,
,2016,,,1.876,,1180.06,,,5737,562.116,
,2016,2.71407755,,1.17,,,,,5763,562.116,
,2016,2.71407837,0.0386,1.38,,675.86,1301,,5815,562.116,
,2016,2.71407837,,,,,,,5753.5,562.116,
,2016,2.71407755,0.0344,1,,537.57,1228,,5709,562.116,
,2016,2.71407755,0.0344,1,,537.57,1228,,5709,562.116,
,2016,2.71406,0.037,1.13,,,1288,,5794,562.116,
,2016,2.71407763,,,,,,,5753.5,562.116,
,2016,2.71407755,0.0344,1,,537.57,1228,,5709,562.116,
,2016,122.8808058,0.4792,2.91,,3.01,336,,5650,489.435,
,2016,,,2.715,,2.82,,,5476,489.435,
,2016,122.8808058,,3.01,,,,,5533,489.435,
,2016,122.8799543,0.4629,2.7,,2.66,326,,5413,489.435,
,2016,122.879163,,,,,,,5433,489.435,
,2016,122.8767,0.47,2.8,,,325,,5590,489.435,
,2016,122.8808058,0.4792,2.91,,3.01,336,,5650,489.435,
,2016,122.8808058,0.4792,2.91,,3.01,336,,5650,489.435,
,2016,122.8812216,,,,,,,5433,489.435,
,2016,122.8799543,,,,,,,5433,489.435,
,2016,1.06378867,0.0198,1.61,,1761.19,1652,,5265,446.914,
,2016,1.06378861,0.0198,1.61,,1761.19,1650,,5265,446.914,
,2016,1.06378861,,,,,,,4968.98,446.914,
,2016,1.0637892,,,,,,,4968.98,446.914,
,2016,1.06378867,,1.28,,,,,5105,446.914,
,2016,1.06378867,0.0198,1.61,,1761.19,1652,,5265,446.914,
,2016,1.06378867,0.0198,1.61,,1761.19,1652,,5265,446.914,
,2016,1.06379,0.019,1.3,,,1422,,5102,446.914,
,2016,,,1.222,,1015.43,,,5264,446.914,
,2016,,,3.553,,1.51,,,5159,584.136,
,2016,148.4600575,,,,,,,5238,584.136,
,2016,148.4603382,0.515,3.27,,1.73,293,,5463,584.136,
,2016,148.4603382,0.515,3.27,,1.73,293,,5463,584.136,
,2016,148.4569,0.532,7.6,,,411,,5251,584.136,
,2016,148.4604712,,,,,,,5238,584.136,
,2016,148.4603382,,3.53,,,,,5335,584.136,
,2016,148.4601819,0.5238,3.61,,1.56,285,,5159,584.136,
,2016,148.4603382,0.515,3.27,,1.73,293,,5463,584.136,
,2016,148.4601819,,,,,,,5238,584.136,
,2021,7.12766417,0.0692,1.21,,89.24,784,,5159,584.136,
,2021,7.12768673,0.068,1.17,,99.31,805,,5463,584.136,
,2021,7.12768673,0.068,1.17,,99.31,805,,5463,584.136,
,2021,7.12768673,0.068,1.17,,99.31,805,,5463,584.136,
,2021,7.1276598,,1.416,,,,,5159,584.136,
,2021,7.12766417,,,,,,,5238,584.136,
,2016,0.9348918,0.016,1.1,,,1305,,4674,306.91,
,2016,0.93488536,,,,,,,4560,306.91,
,2016,0.93488424,0.0184,3.48,,4435.29,2081,,4777,306.91,
,2016,0.93488536,0.0184,3.21,,4435.29,2080,,4777,306.91,
,2016,0.934884,,,,,,,4560,306.91,
,2016,0.93488424,0.0184,3.48,,4435.29,2081,,4777,306.91,
,2016,,,1.249,,668.13,,,4766,306.91,
,2016,0.93488424,,1.46,,,,,4870,306.91,
,2016,0.93488424,0.0184,3.48,,4435.29,2081,,4777,306.91,
,2014,11.427512,0.092,2.14,,,801,,5711,400.785,
,2014,11.42754563,0.0928,3.08,,211.16,972,,5755,400.785,
,2014,11.42747893,,,,,,,5921,400.785,
,2014,11.42755098,,,,,,,5921,400.785,
,2014,11.427548,0.094,3.1,,,,,5711,400.785,
,2014,11.42754563,0.0928,3.08,,211.16,972,,5755,400.785,
,2014,11.428,,3.13,19.6,,,,,400.785,
,2014,11.42754563,0.0928,3.08,,211.16,972,,5755,400.785,
,2014,,,2.481,,119.91,,,5760,400.785,
,2014,11.42754563,,2.36,,,,,6032,400.785,
,2014,11.42755098,0.0964,2.35,,124.31,852,,5979,400.785,
,2014,11.42754338,,,,,,,5921,400.785,
,2014,23.66836427,0.1507,3.06,,80.07,763,,5755,400.785,
,2014,23.66834,0.15,2.05,,,627,,5711,400.785,
,2014,23.6683319,,,,,,,5921,400.785,
,2014,23.66836427,0.1507,3.06,,80.07,763,,5755,400.785,
,2014,23.668205,0.153,3.13,,,,,5711,400.785,
,2014,23.668,,,,,,,,400.785,
,2014,23.66838592,,,,,,,5921,400.785,
,2014,23.66836427,,2.35,,,,,6032,400.785,
,2014,23.66836427,0.1507,3.06,,80.07,763,,5755,400.785,
,2014,23.66834635,0.1566,2.32,,47.11,668,,5979,400.785,
,2014,23.66834635,,,,,,,5921,400.785,
,2014,,,2.446,,45.44,,,5760,400.785,
,2014,,,2.752,,16.01,,,5760,400.785,
,2014,51.75530504,,,,,,,5921,400.785,
,2014,51.75529576,0.2539,3.41,,28.21,588,,5755,400.785,
,2014,51.75527554,,,,,,,5921,400.785,
,2014,51.75529576,0.2539,3.41,,28.21,588,,5755,400.785,
,2014,51.75529576,0.2539,3.41,,28.21,588,,5755,400.785,
,2014,51.75529576,,2.59,,,,,6032,400.785,
,2014,51.75530801,,,,,,,5921,400.785,
,2014,51.755394,0.257,3.58,,,,,5711,400.785,
,2014,51.75530504,0.2638,2.61,,16.6,515,,5979,400.785,
,2014,51.75627,0.253,2.36,,,483,,5711,400.785,
,2016,201.1232,0.657,3.05,,,337,,5793,482.119,
,2016,201.1214737,,,,,,,5689.91,482.119,
,2016,201.1214,,2.08,,,,,5694,482.119,
,2016,,,2.344,,2.12,,,5696,482.119,
,2016,201.1214,0.6291,1.84,,1.83,297,,5804,482.119,
,2016,201.118319,,,,,,,5689.91,482.119,
,2016,201.1206183,,,,,,,5689.91,482.119,
,2016,201.118319,0.6559,2.28,,1.92,300,,5646,482.119,
,2016,201.1214,0.6291,1.84,,1.83,297,,5804,482.119,
,2016,201.1214,0.6291,1.84,,1.83,297,,5804,482.119,
,2016,24.75724,0.17,2.39,,,642,,6103,1485.82,
,2016,24.75767324,,,,,,,5919,1485.82,
,2016,24.7577652,0.1688,2.44,,40.74,644,,6106,1485.82,
,2016,24.7576421,,2.94,,,,,5957,1485.82,
,2016,24.7577652,,,,,,,5919,1485.82,
,2016,24.7576421,0.1688,2.59,,40.74,644,,6106,1485.82,
,2016,,,4.119,,117.96,,,6120,1485.82,
,2016,24.7576421,0.1688,2.59,,40.74,644,,6106,1485.82,
,2016,24.7576421,0.1688,2.59,,40.74,644,,6106,1485.82,
,2016,24.75773988,,,,,,,5919,1485.82,
,2016,10.13200555,0.0756,1.67,,25.66,574,,4777,,
,2016,10.13206084,,,,,,,,,
,2016,10.1320241,,,,,,,,,
,2016,10.13200555,,,,,,,,,
,2016,10.13202575,,2.19,,,,,4815,,
,2016,10.13195,0.085,2.41,,,634,,4619,,
,2016,10.13202575,0.0756,1.73,,25.66,574,,4777,,
,2016,10.13202575,0.0756,1.73,,25.66,574,,4777,,
,2016,10.13202575,0.0756,1.73,,25.66,574,,4777,,
,2016,38.50519,0.226,2.5,,,542,,6017,903.332,
,2016,38.5053398,0.2159,2.54,,18.98,532,,5974,903.332,
,2016,38.505224,,,,,,,5710,903.332,
,2016,38.5053398,0.2159,2.54,,18.98,532,,5974,903.332,
,2016,38.50501338,,,,,,,5710,903.332,
,2016,,,2.611,,21.69,,,5978,903.332,
,2016,38.5053398,0.2159,2.54,,18.98,532,,5974,903.332,
,2016,38.5053398,,2.55,,,,,5629,903.332,
,2016,38.50546675,,,,,,,5710,903.332,
,2016,38.505224,0.2159,2.45,,18.98,532,,5974,903.332,
,2016,6.77408868,0.0724,2.61,,303.05,1064,,6217,1278.96,
,2016,6.77408984,,,,,,,5819.58,1278.96,
,2016,6.77408984,0.0741,2.5,,295.82,1058,,6246,1278.96,
,2016,6.77408868,,2.67,,,,,5985,1278.96,
,2016,6.77410294,,,,,,,5819.58,1278.96,
,2016,6.77408868,0.0724,2.61,,303.05,1064,,6217,1278.96,
,2016,6.77408868,0.0724,2.61,,303.05,1064,,6217,1278.96,
,2016,,,2.134,,218.5,,,6258,1278.96,
,2016,6.77411519,,,,,,,5819.58,1278.96,
,2016,6.773958,0.072,3,,,1028,,6210,1278.96,
,2016,26.41073,0.167,2.5,,,526,,5482,942.485,
,2016,26.41044199,0.1616,2.45,,16.27,512,,5448,942.485,
,2016,26.41044199,,,,,,,5250,942.485,
,2016,26.41045478,0.1612,2.4,,16.46,514,,5443,942.485,
,2016,26.41045478,,2.69,,,,,5301,942.485,
,2016,26.41033598,,,,,,,5250,942.485,
,2016,,,2.651,,19.13,,,5444,942.485,
,2016,26.41045478,0.1612,2.4,,16.46,514,,5443,942.485,
,2016,26.4104785,,,,,,,5250,942.485,
,2016,26.41045478,0.1612,2.4,,16.46,514,,5443,942.485,
,2016,14.37517,0.117,1.39,,,747,,5990,721.534,
,2016,14.37504582,,,,,,,6020.67,721.534,
,2016,14.37504582,0.1167,2.05,,90.16,786,,5931,721.534,
,2016,14.37508035,0.1202,1.61,,85.73,776,,6063,721.534,
,2016,14.37508542,,,,,,,6020.67,721.534,
,2016,14.37507627,,,,,,,6020.67,721.534,
,2016,14.37508035,,1.71,,,,,5913,721.534,
,2016,14.37508035,0.1202,1.61,,85.73,776,,6063,721.534,
,2016,14.37508035,0.1202,1.61,,85.73,776,,6063,721.534,
,2016,,,3.579,,28.85,,,5659,817.647,
,2016,56.1886887,0.2855,1.79,,11.39,468,,5798,817.647,
